subject_id,session_id,label,mean,median,std,skewness,kurtosis,path_length,temporal_mean,temporal_median,temporal_std,temporal_skewness,temporal_kurtosis,temporal_path_length
subject_20,5,closed,0.13088240215969393,0.11383511669118661,0.08322166148179064,1.7176007515352427,5.996925605286732,0.03580609988939177,0.013958265128100425,0.020746570051447668,0.009754374317126002,0.9827098170971731,5.799877071566345,0.003680649884807589
subject_20,5,open,0.05744741575225132,0.05009516204306094,0.03357970654032531,1.434408976536277,3.008382415498785,0.023614957945911685,0.0028168320250505485,0.0030920729749828353,0.0010578722162055503,0.2142641061163882,1.2763059660079437,0.0013271980739375819
subject_20,6,closed,0.16506591503332815,0.1396506847392454,0.11266464320098074,2.2055379429613042,8.312812910091896,0.045831029854031674,0.035893187103166364,0.027355629693066978,0.03321125561778876,0.7308619257210429,4.865377482995801,0.005986747507083073
subject_20,6,open,0.08432901184082688,0.07217320191776959,0.05216983382552523,1.4902962218736988,3.3080216223420145,0.037416147842141256,0.009579149202493618,0.011011366663985616,0.0034771121307806494,0.08293407706111687,0.6969950675944355,0.001791415282906193
subject_20,7,closed,0.14742188013427887,0.1039231410941612,0.12870742031733182,1.9958895173004043,4.373789168050957,0.038535547178340325,0.048564288340719984,0.0330506810031441,0.0464337831743243,0.5034226902548194,3.050330041198149,0.008054376611457185
subject_20,7,open,0.07095369077473244,0.0623208837742947,0.04287261364780292,2.0319667883335173,8.13996693971446,0.027729430982027927,0.004112558498662832,0.0024403570384896713,0.008463289540162669,0.5116871184194028,2.556404932593937,0.0015812100152400289
subject_21,0,closed,0.18448133889426546,0.1693470701804103,0.09439543678136911,1.0546596373722348,1.8782730896475952,0.04234748609020997,0.03225611886973894,0.029405622280501354,0.017287677021876963,0.27654337953936564,1.0009550189715208,0.0049409554905018626
subject_21,0,open,0.08828074855547463,0.08096005972834464,0.04401829300182138,1.2622442494054689,2.5966122973984627,0.03158984038178489,0.005725213326763522,0.005629945637932988,0.002547369099637146,0.26535929340407377,0.8203609629536419,0.0020106748596383115
subject_21,1,closed,0.2384755402792961,0.2132246333521141,0.13623296479580227,1.2542201635844386,2.784995277781464,0.04732371169699944,0.06523262966069528,0.07003520393774068,0.03180598174472778,0.1578695941138814,0.3346446667512905,0.009041522739315569
subject_21,1,open,0.08828074855547463,0.08096005972834464,0.04401829300182138,1.2622442494054689,2.5966122973984627,0.03158984038178489,0.005725213326763522,0.005629945637932988,0.002547369099637146,0.26535929340407377,0.8203609629536419,0.0020106748596383115
